Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,fullcalendar-core\fullcalendar-core.csproj,File,fullcalendar-core\DataAccessLayer\DA.cs,132,16,P:System.Data.SqlClient.SqlCommand.Parameters,,,,,"cmd.Parameters.Add(""@start"", SqlDbType.DateTime).Value = evt.Start;"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,fullcalendar-core\fullcalendar-core.csproj,File,fullcalendar-core\DataAccessLayer\DA.cs,132,16,T:System.Data.SqlClient.SqlParameter,,,,,"cmd.Parameters.Add(""@start"", SqlDbType.DateTime).Value = evt.Start;"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,fullcalendar-core\fullcalendar-core.csproj,File,fullcalendar-core\DataAccessLayer\DA.cs,132,16,"M:System.Data.SqlClient.SqlParameterCollection.Add(System.String,System.Data.SqlDbType)",,,,,"cmd.Parameters.Add(""@start"", SqlDbType.DateTime).Value = evt.Start;"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,fullcalendar-core\fullcalendar-core.csproj,File,fullcalendar-core\DataAccessLayer\DA.cs,132,16,P:System.Data.SqlClient.SqlParameter.Value,,,,,"cmd.Parameters.Add(""@start"", SqlDbType.DateTime).Value = evt.Start;"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,fullcalendar-core\fullcalendar-core.csproj,File,fullcalendar-core\DataAccessLayer\DA.cs,131,16,T:System.Data.SqlClient.SqlParameterCollection,,,,,"cmd.Parameters.Add(""@description"", SqlDbType.VarChar).Value = evt.Description;"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,fullcalendar-core\fullcalendar-core.csproj,File,fullcalendar-core\DataAccessLayer\DA.cs,131,16,P:System.Data.SqlClient.SqlCommand.Parameters,,,,,"cmd.Parameters.Add(""@description"", SqlDbType.VarChar).Value = evt.Description;"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,fullcalendar-core\fullcalendar-core.csproj,File,fullcalendar-core\DataAccessLayer\DA.cs,131,16,T:System.Data.SqlClient.SqlParameter,,,,,"cmd.Parameters.Add(""@description"", SqlDbType.VarChar).Value = evt.Description;"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,fullcalendar-core\fullcalendar-core.csproj,File,fullcalendar-core\DataAccessLayer\DA.cs,131,16,"M:System.Data.SqlClient.SqlParameterCollection.Add(System.String,System.Data.SqlDbType)",,,,,"cmd.Parameters.Add(""@description"", SqlDbType.VarChar).Value = evt.Description;"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,fullcalendar-core\fullcalendar-core.csproj,File,fullcalendar-core\DataAccessLayer\DA.cs,131,16,P:System.Data.SqlClient.SqlParameter.Value,,,,,"cmd.Parameters.Add(""@description"", SqlDbType.VarChar).Value = evt.Description;"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,fullcalendar-core\fullcalendar-core.csproj,File,fullcalendar-core\DataAccessLayer\DA.cs,130,16,T:System.Data.SqlClient.SqlParameterCollection,,,,,"cmd.Parameters.Add(""@title"", SqlDbType.VarChar).Value = evt.Title;"
